Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count
ENSDARG00000113076	1.756930368524783e-12	7.280593952140378e-10	2.962271233603438	12	43848634	44024244	-1	protein_coding	si:ch211-182p11.1	si:ch211-182p11.1 [Source:ZFIN;Acc:ZDB-GENE-131127-323]	83	88	782	69	450	50	552	49	439	67	321	591	93.72477778417276	71.75467835175738	749.8850442941937	87.39852452496285	379.96802847616095	37.03571504702373	556.4160207748708	35.228307452414185	628.3568420510901	69.53166729531578	333.94182198690476	701.0424866818684
ENSDARG00000007823	1.825494032355479e-12	7.432002546463377e-10	1.3155115982395498	20	37794633	37800737	1	protein_coding	atf3	activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]	117	228	509	155	465	287	477	182	349	178	314	349	132.11806024997847	185.90984845682593	488.0965313884202	196.3300188604238	392.6336294253663	212.5850043699162	480.8160179521982	130.84799910896697	499.5365327467664	184.72592206815239	326.65960156974484	413.9827882436075
ENSDARG00000058685	2.057065030914937e-12	8.230388121967591e-10	5.130081775125671	19	7694487	7706926	-1	protein_coding	si:dkey-204a24.11	si:dkey-204a24.11 [Source:ZFIN;Acc:ZDB-GENE-120215-129]	0	0	67	5	51	1	47	0	18	3	16	29	0	0	64.24846287431072	6.33322641485238	43.06304322729824	0.7407143009404745	47.37600176887487	0	25.764061860864743	3.1133582371036916	16.645075239222667	34.39971592855191
ENSDARG00000103199	2.1415673141093306e-12	8.423256117156123e-10	2.4561762084850733	16	23339062	23346095	-1	protein_coding	si:dkey-247k7.2	si:dkey-247k7.2 [Source:ZFIN;Acc:ZDB-GENE-031118-45]	361	631	2471	338	2723	427	2172	215	1666	485	1632	1873	407.64632265164295	514.5136595449875	2369.5216680958474	428.12610564402087	2299.2287589790803	316.28500650158264	2189.3760817446005	154.57318576059285	2384.6070589000365	503.3262483317635	1697.7976744007121	2221.74717014406
ENSDARG00000035178	2.284339748754095e-12	8.83506470159792e-10	1.6031985139318419	5	55543580	55560937	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]	164	168	477	92	521	148	346	177	336	115	251	443	185.191127188004	136.98620412608224	457.41069837382406	116.53136603328379	439.918539635733	109.62571653919022	348.7680130219299	127.25327385872063	480.9291547361418	119.34539908897484	261.1196178153056	525.4853157361551
ENSDARG00000070041	2.6740130132817733e-12	1.0172646882986366e-9	3.6946272918106606	12	30528623	30540755	-1	protein_coding	zgc:153920	zgc:153920 [Source:ZFIN;Acc:ZDB-GENE-061013-702]	8	6	100	7	89	5	76	1	47	2	11	48	9.03371352136605	4.892364433074366	95.893228170613	8.866516980793332	75.1492322986185	3.7035715047023725	76.6080028603083	0.7189450500492691	67.27282819225793	2.0755721580691278	11.443489226965584	56.93746084725834
ENSDARG00000009702	3.2789302927747464e-12	1.2272718770021092e-9	1.6588767661902202	7	49695904	49715154	1	protein_coding	ascl1b	si:ch211-210p4.6 [Source:NCBI gene;Acc:560440]	32	33	92	22	122	43	98	41	47	38	72	86	36.1348540854642	26.908004381909013	88.22176991696396	27.86619622535047	103.0135543868703	31.850714940440405	98.78400368829229	29.476747052020034	67.27282819225793	39.43587100331343	74.902838576502	102.0129506846712
ENSDARG00000058656	5.519332455036164e-12	2.0330417293899873e-9	1.2626744559239773	9	7515864	7539326	-1	protein_coding	desma	desmin a [Source:ZFIN;Acc:ZDB-GENE-980526-221]	3078	3706	6930	2622	11636	4309	6884	4692	8126	3757	6147	5647	3475.721277345587	3021.8504314956003	6645.400712223482	3321.143931948588	9825.128842996908	3191.737922752505	6939.072259083716	3373.2901748311706	11631.042593410382	3898.9622989328564	6394.829843468859	6698.455029259747
ENSDARG00000043701	9.7553782225215e-12	3.5372391723724048e-9	1.6532240821350364	8	7033049	7052493	1	protein_coding	gpd1a	glycerol-3-phosphate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-050417-209]	117	85	347	57	440	232	350	104	301	73	449	332	132.11806024997847	69.30849613522018	332.74950175202713	72.19878112931714	371.524294510024	171.84571781819008	352.80001317247246	74.77028520512398	430.8323677844604	75.75838376952316	467.1024239006861	393.8174375268702
ENSDARG00000055504	1.0341431825410009e-11	3.6920502606225334e-9	0.7608864170500741	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]	1008	1193	1768	753	2139	1426	1722	1824	1336	948	1491	1534	1138.2479036921222	972.7651281096198	1695.3922740564378	953.7838980767684	1806.114695356685	1056.2585931411168	1735.7760648085646	1311.3557712898669	1912.265924784183	983.8212029247666	1551.1129488550623	1819.6263529102978
ENSDARG00000079227	1.356489225829671e-11	4.7694983294853554e-9	3.7786752221087228	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	61	39	599	44	625	14	594	8	397	12	312	648	68.88206560041613	31.80036881498338	574.4004367419719	55.73239245070094	527.7333728835569	10.370000213166643	598.7520223555675	5.751560400394153	568.2406977090724	12.453432948414767	324.578967164842	768.6557214379876
ENSDARG00000105630	2.31705662706089e-11	8.025315833966419e-9	1.4556565929815999	7	30109990	30127082	-1	protein_coding	alpk3b	alpha-kinase 3b [Source:ZFIN;Acc:ZDB-GENE-121101-3]	27	58	131	44	162	70	119	65	56	50	70	88	30.488783134610415	47.29285618638554	125.62012890350303	55.73239245070094	136.78849025141793	51.85000106583322	119.95200447864063	46.73142825320249	80.15485912269031	51.889303951728195	72.82220417159917	104.3853448866403
ENSDARG00000031588	3.4619169844707165e-11	1.1814300814945212e-8	2.9245582976260147	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	800	957	6376	659	6342	503	4947	244	3014	609	3265	4681	903.3713521366049	780.3321270753614	6114.152228158286	834.7192414775437	5355.016081324028	372.5792933730587	4986.576186183489	175.42259221202167	4314.049024924796	632.0117221320494	3396.6356660038755	5552.588629708673
ENSDARG00000033144	4.2614976025342784e-11	1.4332219328175429e-8	1.4586468370858625	12	13319132	13331980	1	protein_coding	psme2	proteasome activator subunit 2 [Source:ZFIN;Acc:ZDB-GENE-991110-16]	80	95	207	56	299	86	168	89	147	86	119	147	90.33713521366049	77.4624368570108	198.4989823131689	70.93213584634665	252.4676455874936	63.70142988088081	169.34400632278678	63.98610945438495	210.40650519706205	89.2496027969725	123.79774709171859	174.37097384472867
ENSDARG00000023082	5.290062639324219e-11	1.753731337259398e-8	-0.43821484129538657	19	5324653	5332784	-1	protein_coding	krt1-19d	keratin, type 1, gene 19d [Source:ZFIN;Acc:ZDB-GENE-060316-1]	2907	4277	2435	2859	3063	4525	2663	4689	2560	3388	3404	2992	3282.625650826388	3487.440446709844	2335.0001059544265	3621.338864012591	2586.315713827735	3351.7322117556473	2684.304100223698	3371.133339681023	3664.222131322985	3516.0192357691026	3541.2397571446227	3549.10172614577
ENSDARG00000026049	7.481692129837514e-11	2.44535419105647e-8	7.422420629378164	15	5086338	5106171	1	protein_coding	mxf	myxovirus (influenza virus) resistance F [Source:ZFIN;Acc:ZDB-GENE-030721-9]	0	1	49	0	64	0	49	0	20	0	10	50	0	0.815394072179061	46.987681803600374	0	54.03989738327622	0	49.392001844146144	0	28.626735400960822	0	10.403172024514168	59.30985504922744
ENSDARG00000100612	8.754267551150413e-11	2.8215490665555065e-8	4.263705434550574	7	7988986	8022741	-1	protein_coding	si:ch211-163c2.1	si:ch211-163c2.1 [Source:ZFIN;Acc:ZDB-GENE-160114-75]	5	1	70	2	41	1	25	0	33	3	31	29	5.6460709508537805	0.815394072179061	67.12525971942911	2.533290565940952	34.61930926116133	0.7407143009404745	25.20000094089089	0	47.23411341158536	3.1133582371036916	32.24983327599392	34.39971592855191
ENSDARG00000078567	1.2515444514991323e-10	3.978539800203954e-8	-0.5240545523884486	8	13700605	13788311	1	protein_coding	lonrf1l	LON peptidase N-terminal domain and ring finger 1, like [Source:ZFIN;Acc:ZDB-GENE-081104-397]	2390	2969	1876	1821	2105	3700	1715	2824	1345	2193	1821	1486	2698.821914508107	2420.9050002996323	1798.9569604807	2306.561060289237	1777.4059998718194	2740.642913479756	1728.720064545115	2030.3008213391358	1925.1479557146154	2275.8648713227985	1894.4176256640299	1762.6888920630395
ENSDARG00000002396	3.6666233143765013e-10	1.1498332518029876e-7	-0.6486277106193278	24	20194022	20208474	-1	protein_coding	cry-dash	cryptochrome DASH [Source:NCBI gene;Acc:402986]	783	1022	534	655	651	1072	531	909	383	814	539	409	884.174710903702	833.3327417670004	512.0698384310734	829.6526603456618	549.6870811955129	794.0457306081887	535.2480199845226	653.5210504947856	548.2019829283997	844.757868334135	560.7309721213136	485.15461430268044
ENSDARG00000117300	3.877104921944639e-10	1.199627957581964e-7	2.4826399566489714	18	38859119	38865170	-1	lincRNA	BX936456.1	NA	8	25	69	9	112	14	56	9	45	17	44	79	9.03371352136605	20.384851804476526	66.16632743772297	11.399807546734284	94.5698204207334	10.370000213166643	56.44800210759559	6.470505450443421	64.41015465216185	17.642363343587586	45.773956907862335	93.70957097777935
ENSDARG00000043249	4.721833566207001e-10	1.4417746018078905e-7	2.072662861264926	21	45626136	45633317	1	protein_coding	irf1b	interferon regulatory factor 1b [Source:ZFIN;Acc:ZDB-GENE-041114-13]	56	42	173	79	487	95	259	80	99	41	131	192	63.23599464956234	34.24655103152056	165.8952847351605	100.0649773546676	411.20984415086747	70.36785858934508	261.07200974762964	57.515604003941526	141.70234023475606	42.54922924041712	136.2815535211356	227.74984338903337
ENSDARG00000043243	5.229599814781581e-10	1.5760791337898882e-7	1.2367405306145964	20	20360337	20410127	-1	protein_coding	prkchb	protein kinase C, eta, b [Source:ZFIN;Acc:ZDB-GENE-041001-104]	58	48	132	46	141	58	110	64	101	43	136	114	65.49442302990386	39.13891546459493	126.57906118520917	58.265683016641894	119.05664892253043	42.96142945454752	110.88000413991992	46.012483203153224	144.56501377485216	44.62480139848625	141.4831395333927	135.22646951223857
ENSDARG00000060498	6.862321948587666e-10	2.041628758191351e-7	1.5448607065378535	23	30006206	30010042	1	protein_coding	tnfrsf9a	tumor necrosis factor receptor superfamily, member 9a [Source:ZFIN;Acc:ZDB-GENE-060421-8213]	26	36	107	25	102	50	91	48	33	44	71	74	29.35956894443966	29.354186598446198	102.60575414255591	31.6661320742619	86.12608645459648	37.03571504702373	91.72800342484284	34.509362402364914	47.23411341158536	45.66258747752081	73.86252137405059	87.7785854728566
ENSDARG00000091860	9.32790255689265e-10	2.7400418574082384e-7	2.129284130651489	8	42712747	42724810	1	protein_coding	zgc:194007	zgc:194007 [Source:ZFIN;Acc:ZDB-GENE-081022-49]	11	8	65	22	67	16	64	15	43	11	64	67	12.421356091878318	6.523152577432488	62.33059831089845	27.86619622535047	56.57301757311729	11.851428815047592	64.51200240868067	10.784175750739037	61.54748111206577	11.415646869380202	66.58030095689067	79.47520576596477
ENSDARG00000103650	1.0067968763169566e-9	2.920466038976412e-7	1.8318615172735944	12	44119432	44307963	-1	protein_coding	si:ch73-329n5.1	si:ch73-329n5.1 [Source:ZFIN;Acc:ZDB-GENE-131121-475]	29	39	181	33	141	105	204	103	171	94	155	203	32.74721151495193	31.80036881498338	173.56674298880955	41.79929433802571	119.05664892253043	77.77500159874982	205.63200767766966	74.05134015507471	244.75858767821504	97.55189142924901	161.2491663799696	240.7980114998634
ENSDARG00000042630	1.0494130686959175e-9	3.006503663229316e-7	-0.6562689746762569	20	30894093	30901034	-1	protein_coding	hebp2	heme binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-914]	528	688	399	450	441	707	311	699	270	512	414	295	596.2250924101593	560.9911216591939	382.6139804007459	569.9903773367142	372.3686679066377	523.6850107649154	313.48801170468266	502.5425899844391	386.4609279129711	531.3464724656967	430.6913218148865	349.9281447904419
ENSDARG00000074322	1.1357984222054237e-9	3.214309534841349e-7	1.8226432697964248	25	13191391	13194926	1	protein_coding	si:ch211-194m7.3	si:ch211-194m7.3 [Source:ZFIN;Acc:ZDB-GENE-131121-19]	37	39	87	24	157	49	155	73	78	81	115	181	41.780925036317974	31.80036881498338	83.42710850843332	30.399486791291423	132.56662326834947	36.295000746083254	156.24000583352353	52.48298865359664	111.64426806374722	84.06067240179968	119.63647828191293	214.70167527820334
ENSDARG00000056874	1.4008834507260397e-9	3.916735103319093e-7	1.3293116304549948	14	20893065	20898499	1	protein_coding	lygl1	lysozyme g-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-461]	104	87	202	68	324	128	224	101	170	85	155	236	117.43827577775863	70.93928427957832	193.70432090463828	86.13187924199237	273.57698050283585	94.81143052038074	225.79200843038237	72.61345005497618	243.327250908167	88.21181671793794	161.2491663799696	279.94251583235354
ENSDARG00000098736	1.436378897165091e-9	3.9681677009063217e-7	3.134540973413137	12	44009628	44018667	-1	protein_coding	si:dkey-201i2.4	si:dkey-201i2.4 [Source:ZFIN;Acc:ZDB-GENE-141215-24]	5	14	91	6	45	7	72	8	27	4	18	69	5.6460709508537805	11.415517010506855	87.26283763525784	7.599871697822856	37.996802847616095	5.185000106583321	72.57600270976576	5.751560400394153	38.646092791297114	4.1511443161382555	18.7257096441255	81.84759996793386
ENSDARG00000013771	1.542317257016518e-9	4.210707560744155e-7	1.1922534912124543	16	29514473	29519977	1	protein_coding	ctss2.2	cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]	301	310	586	180	799	270	504	235	452	232	400	483	339.8934712413976	252.7721623755089	561.9343170797922	227.9961509346857	674.654343894339	199.9928612539281	508.0320189683603	168.95208676157824	646.9642200617146	240.7663703360188	416.1268809805667	572.9331997755371
ENSDARG00000078093	1.7803618422953157e-9	4.80407871073315e-7	2.8290959731682017	7	2236317	2242989	1	protein_coding	zgc:172065	zgc:172065 [Source:ZFIN;Acc:ZDB-GENE-080214-2]	4	9	52	4	63	11	34	7	25	3	13	33	4.516856760683025	7.3385466496115495	49.864478648718766	5.066581131881904	53.19552398666253	8.14785731034522	34.27200127961161	5.032615350344884	35.78341925120103	3.1133582371036916	13.524123631868418	39.14450433249011
ENSDARG00000035890	2.954045241243221e-9	7.879491249228757e-7	0.7060528936504311	19	32495419	32500373	-1	protein_coding	fuca1.1	alpha-L-fucosidase 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7434]	631	851	1181	562	1389	822	1018	690	850	639	926	973	712.5341539977471	693.9003554243809	1132.4990246949396	711.8546490294075	1172.8346478964168	608.8671553730701	1026.144038313077	496.0720845339957	1216.636254540835	663.1453045030863	963.3337294700119	1154.169779257966
ENSDARG00000039117	3.5462289733183014e-9	9.35156699486642e-7	-0.4823922393119814	12	19144833	19153177	-1	protein_coding	tefa	TEF transcription factor, PAR bZIP family member a [Source:ZFIN;Acc:ZDB-GENE-990415-264]	3468	4746	2769	2926	3372	5095	2671	4211	1947	3723	2775	2389	3916.1148115121823	3869.8602665618237	2655.2834880442742	3706.204097971613	2847.227093381366	3773.9393632917177	2692.3681005247827	3027.4776057574722	2786.812691283536	3863.6775722456814	2886.8802368026813	2833.824874252087
ENSDARG00000069566	3.841168579617599e-9	1.0015523377371462e-6	2.3274838209974997	1	45149844	45157243	-1	protein_coding	mucms1	mucin, multiple PTS and SEA group, member 1 [Source:ZFIN;Acc:ZDB-GENE-061009-17]	11	24	55	5	69	14	76	8	99	12	57	97	12.421356091878318	19.569457732297465	52.74127549383715	6.33322641485238	58.26176436634468	10.370000213166643	76.6080028603083	5.751560400394153	141.70234023475606	12.453432948414767	59.298080539730755	115.06111879550123
ENSDARG00000000563	4.244524917269187e-9	1.094427169223875e-6	-0.610504042633266	9	42732992	42873700	-1	protein_coding	ttn.1	titin, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030616-413]	21868	33666	18597	24695	23857	39073	17081	38724	14118	23652	24236	17945	24693.655910654095	27451.05683398027	17833.263642888902	31279.805262955906	20144.216123012826	28941.92988064716	17217.648642854292	27840.428118107895	20207.612519538245	24545.716341325504	25213.127718612537	21286.30697716773
ENSDARG00000039255	4.59556342915681e-9	1.1607744815672995e-6	0.5130606023205605	23	24926407	24939148	1	protein_coding	klhl21	kelch-like family member 21 [Source:NCBI gene;Acc:404613]	650	834	1092	551	1304	1012	906	1061	806	700	1034	873	733.9892236109915	680.0386561973369	1047.1540516230941	697.9215509167323	1101.062909184253	749.6028725517602	913.2480340978858	762.8006981022745	1153.6574366587213	726.4502553241947	1075.687987334765	1035.5500691595112
ENSDARG00000021688	4.601881078350063e-9	1.1607744815672995e-6	3.642414178195166	1	7562316	7570181	-1	protein_coding	mxa	myxovirus (influenza) resistance A [Source:NCBI gene;Acc:360142]	1	5	50	0	47	7	21	4	12	1	10	12	1.1292141901707562	4.076970360895305	47.9466140853065	0	39.685549640843476	5.185000106583321	21.168000790348348	2.8757802001970765	17.176041240576495	1.0377860790345639	10.403172024514168	14.234365211814586
ENSDARG00000039486	5.083267699378935e-9	1.2684119379762103e-6	0.9779540551272542	13	25486608	25498661	1	protein_coding	bag3	BCL2 associated athanogene 3 [Source:ZFIN;Acc:ZDB-GENE-040801-40]	184	327	455	139	537	272	370	296	337	285	348	393	207.77541099141914	266.63386160255294	436.3141881762892	176.06369433289618	453.42851398155204	201.47428985580908	372.9600139251852	212.80773481458365	482.3604915061899	295.76903252485073	362.030386453093	466.1754606869277
ENSDARG00000099448	5.51507043459892e-9	1.3615183458010907e-6	0.5723739921685191	16	35905031	35938157	1	protein_coding	sh3d21	SH3 domain containing 21 [Source:ZFIN;Acc:ZDB-GENE-051120-57]	418	554	754	338	778	597	616	523	479	431	621	620	472.01153149137605	451.72831598719984	723.034940406422	428.12610564402087	656.9225025654515	442.20643766146327	620.9280231835515	376.00826117576776	685.6103128530117	447.28580006389706	646.0369827223298	735.4422026104203
ENSDARG00000100872	5.994112267105169e-9	1.4609162986607682e-6	1.8210207942071623	24	9298198	9299478	1	protein_coding	otud1	OTU deubiquitinase 1 [Source:ZFIN;Acc:ZDB-GENE-170421-2]	33	81	215	47	267	68	133	69	293	56	138	204	37.264068275634955	66.04691984650394	206.17044056681797	59.532328299612374	225.44769689585547	50.36857246395227	134.06400500553954	49.607208453399565	419.3816736240761	58.11602042593558	143.5637739382955	241.98420860084795
ENSDARG00000093082	6.043607888969825e-9	1.4609162986607682e-6	4.420749957925785	1	56595955	56596701	-1	protein_coding	LO018605.1	NA	2	7	63	0	74	1	24	2	0	0	0	0	2.2584283803415124	5.707758505253428	60.41273374748619	0	62.48363134941313	0.7407143009404745	24.192000903255256	1.4378901000985382	0	0	0	0
ENSDARG00000095434	8.277406245959903e-9	1.9802627767396444e-6	1.5220450382902926	1	52392511	52396264	1	protein_coding	si:ch211-217k17.8	si:ch211-217k17.8 [Source:ZFIN;Acc:ZDB-GENE-031010-46]	54	62	160	31	187	84	149	86	122	34	85	149	60.97756626922083	50.554432475101784	153.4291650729808	39.26600377208476	157.8978251667602	62.22000127899986	150.19200560770972	61.82927430423714	174.62308594586102	35.28472668717517	88.42696220837043	176.74336804669778
