Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000056874	5.504370565095213e-18	2.4405985916306095e-15	1.3838948582695332	14	20893065	20898499	1	protein_coding	lygl1	lysozyme g-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-461]	236	324	155	170	202	224	68	85	101	104	128	87	279.94251583235354	273.57698050283585	161.2491663799696	243.327250908167	193.70432090463828	225.79200843038237	86.13187924199237	88.21181671793794	72.61345005497618	117.43827577775863	94.81143052038074	70.93928427957832
ENSDARG00000053773	6.034940801738237e-18	2.628904914160709e-15	0.9659833906557813	17	27434626	27447527	1	protein_coding	vgll2b	vestigial-like family member 2b [Source:ZFIN;Acc:ZDB-GENE-050809-113]	211	330	200	201	250	207	115	106	185	105	160	157	250.28758830773978	278.643220882518	208.06344049028334	287.69869077965626	239.73307042653252	208.65600779057658	145.66420754160475	110.00532437766377	133.00483425911477	118.56748996792939	118.51428815047592	128.01686933211258
ENSDARG00000100612	7.115594120176358e-18	3.0462103793789477e-15	4.414175554461657	7	7988986	8022741	-1	protein_coding	si:ch211-163c2.1	si:ch211-163c2.1 [Source:ZFIN;Acc:ZDB-GENE-160114-75]	29	41	31	33	70	25	2	3	0	5	1	1	34.39971592855191	34.61930926116133	32.24983327599392	47.23411341158536	67.12525971942911	25.20000094089089	2.533290565940952	3.1133582371036916	0	5.6460709508537805	0.7407143009404745	0.815394072179061
ENSDARG00000031588	8.275963893034016e-18	3.482918363797197e-15	3.0073208868822223	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	4681	6342	3265	3014	6376	4947	659	609	244	800	503	957	5552.588629708673	5355.016081324028	3396.6356660038755	4314.049024924796	6114.152228158286	4986.576186183489	834.7192414775437	632.0117221320494	175.42259221202167	903.3713521366049	372.5792933730587	780.3321270753614
ENSDARG00000039255	1.045618113532983e-17	4.327116293170661e-15	0.537781560091661	23	24926407	24939148	1	protein_coding	klhl21	kelch-like family member 21 [Source:NCBI gene;Acc:404613]	873	1304	1034	806	1092	906	551	700	1061	650	1012	834	1035.5500691595112	1101.062909184253	1075.687987334765	1153.6574366587213	1047.1540516230941	913.2480340978858	697.9215509167323	726.4502553241947	762.8006981022745	733.9892236109915	749.6028725517602	680.0386561973369
ENSDARG00000100872	2.5652771784339487e-17	1.0441939727953269e-14	2.0892213121205034	24	9298198	9299478	1	protein_coding	otud1	OTU deubiquitinase 1 [Source:ZFIN;Acc:ZDB-GENE-170421-2]	204	267	138	293	215	133	47	56	69	33	68	81	241.98420860084795	225.44769689585547	143.5637739382955	419.3816736240761	206.17044056681797	134.06400500553954	59.532328299612374	58.11602042593558	49.607208453399565	37.264068275634955	50.36857246395227	66.04691984650394
ENSDARG00000055504	5.5217017722300776e-17	2.2113525000721425e-14	0.7114419279810912	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]	1534	2139	1491	1336	1768	1722	753	948	1824	1008	1426	1193	1819.6263529102978	1806.114695356685	1551.1129488550623	1912.265924784183	1695.3922740564378	1735.7760648085646	953.7838980767684	983.8212029247666	1311.3557712898669	1138.2479036921222	1056.2585931411168	972.7651281096198
ENSDARG00000060238	8.948581137183166e-17	3.526877295813619e-14	0.733910340084935	7	33798131	33869011	-1	protein_coding	uacab	uveal autoantigen with coiled-coil domains and ankyrin repeats b [Source:ZFIN;Acc:ZDB-GENE-030521-32]	2154	2824	2157	1908	2078	2025	1061	1185	1942	1191	2033	1908	2555.0685555207183	2384.510472037063	2243.964205687706	2730.9905572516627	1992.6612813853383	2041.200076212162	1343.910645231675	1229.7765036559583	1396.1912871956806	1344.8941004933706	1505.8721738119848	1555.7718897176485
ENSDARG00000014975	1.5360480285440128e-16	5.95938633574185e-14	2.502374361879372	16	25975426	25978063	-1	protein_coding	irge1	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]	67	84	64	54	97	62	18	17	4	19	14	10	79.47520576596477	70.92736531555003	66.58030095689067	77.29218558259423	93.01643132549461	62.49600233340941	22.799615093468567	17.642363343587586	2.8757802001970765	21.455069613244365	10.370000213166643	8.15394072179061
ENSDARG00000035890	1.7547855457881285e-16	6.70328078491065e-14	0.780833241959599	19	32495419	32500373	-1	protein_coding	fuca1.1	alpha-L-fucosidase 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7434]	973	1389	926	850	1181	1018	562	639	690	631	822	851	1154.169779257966	1172.8346478964168	963.3337294700119	1216.636254540835	1132.4990246949396	1026.144038313077	711.8546490294075	663.1453045030863	496.0720845339957	712.5341539977471	608.8671553730701	693.9003554243809
ENSDARG00000053761	2.9655844240750504e-16	1.1156888068149014e-13	1.8061686762009133	7	2228276	2234151	1	protein_coding	si:dkey-187j14.4	si:dkey-187j14.4 [Source:ZFIN;Acc:ZDB-GENE-131119-26]	204	267	129	100	235	184	62	30	54	69	77	62	241.98420860084795	225.44769689585547	134.20091911623277	143.13367700480413	225.34908620094058	185.47200692495696	78.53200754416952	31.133582371036916	38.823032702660534	77.91577912178218	57.035001172416536	50.554432475101784
ENSDARG00000052515	3.857815027635554e-16	1.429694733375982e-13	1.5156162493834158	12	20641102	20652923	1	protein_coding	calcoco2	calcium binding and coiled-coil domain 2 [Source:ZFIN;Acc:ZDB-GENE-050522-346]	141	411	147	184	261	202	68	86	114	62	117	87	167.25379123882138	347.037466008227	152.92662876035826	263.3659656888396	250.28132552529993	203.61600760239838	86.13187924199237	89.2496027969725	81.95973570561668	70.01127979058688	86.66357321003552	70.93928427957832
ENSDARG00000026049	4.732747277185778e-16	1.7281487484194538e-13	7.444462894179697	15	5086338	5106171	1	protein_coding	mxf	myxovirus (influenza virus) resistance F [Source:ZFIN;Acc:ZDB-GENE-030721-9]	50	64	10	20	49	49	0	0	0	0	0	1	59.30985504922744	54.03989738327622	10.403172024514168	28.626735400960822	46.987681803600374	49.392001844146144	0	0	0	0	0	0.815394072179061
ENSDARG00000095434	7.273930943052923e-16	2.617560946608755e-13	1.5239666011725959	1	52392511	52396264	1	protein_coding	si:ch211-217k17.8	si:ch211-217k17.8 [Source:ZFIN;Acc:ZDB-GENE-031010-46]	149	187	85	122	160	149	31	34	86	54	84	62	176.74336804669778	157.8978251667602	88.42696220837043	174.62308594586102	153.4291650729808	150.19200560770972	39.26600377208476	35.28472668717517	61.82927430423714	60.97756626922083	62.22000127899986	50.554432475101784
ENSDARG00000096933	7.400082191028224e-16	2.624914868617583e-13	2.3233472217259292	16	42772678	42781773	1	protein_coding	si:ch211-135n15.2	si:ch211-135n15.2 [Source:ZFIN;Acc:ZDB-GENE-131121-526]	39	56	31	37	50	31	7	14	7	5	9	14	46.2616869383974	47.2849102103667	32.24983327599392	52.95946049177753	47.9466140853065	31.248001166704704	8.866516980793332	14.529005106483895	5.032615350344884	5.6460709508537805	6.666428708464271	11.415517010506855
ENSDARG00000075263	9.264611899139474e-16	3.240004414868072e-13	1.658992705916693	17	23462972	23472265	1	protein_coding	ankrd1a	ankyrin repeat domain 1a (cardiac muscle) [Source:ZFIN;Acc:ZDB-GENE-100405-1]	108	268	106	70	195	173	47	51	59	41	55	67	128.10928690633128	226.29207029246916	110.27362345985017	100.19357390336289	186.99179493269537	174.38400651096495	59.532328299612374	52.927090030762756	42.417757952906875	46.297781797001	40.739286551726096	54.631402835997086
ENSDARG00000013771	1.1049008012722308e-15	3.8103731799429844e-13	1.245067149412131	16	29514473	29519977	1	protein_coding	ctss2.2	cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]	483	799	400	452	586	504	180	232	235	301	270	310	572.9331997755371	674.654343894339	416.1268809805667	646.9642200617146	561.9343170797922	508.0320189683603	227.9961509346857	240.7663703360188	168.95208676157824	339.8934712413976	199.9928612539281	252.7721623755089
ENSDARG00000078552	1.4730693683583266e-15	5.010453755662637e-13	1.0744779884436333	17	26965351	26977183	1	protein_coding	grhl3	grainyhead-like transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9854]	218	359	191	197	222	211	82	113	137	95	188	157	258.59096801463164	303.13004938431504	198.7005856682206	281.9733436994641	212.88296653876088	212.6880079411191	103.86491320357904	117.26982693090572	98.49547185674986	107.27534806622184	139.25428857680922	128.01686933211258
ENSDARG00000079456	1.8317677561870927e-15	6.146323430557501e-13	1.025188658810072	19	1879611	1929310	-1	protein_coding	si:ch211-149a19.3	si:ch211-149a19.3 [Source:ZFIN;Acc:ZDB-GENE-081104-128]	138	160	119	111	123	131	60	63	78	67	95	81	163.69519993586772	135.09974345819055	123.79774709171859	158.87838147533256	117.948670649854	132.04800493026826	75.99871697822856	65.38052297917753	56.07771390384299	75.65735074144067	70.36785858934508	66.04691984650394
ENSDARG00000033144	3.7000397030481066e-15	1.2249598110224599e-12	1.3173884107216844	12	13319132	13331980	1	protein_coding	psme2	proteasome activator subunit 2 [Source:ZFIN;Acc:ZDB-GENE-991110-16]	147	299	119	147	207	168	56	86	89	80	86	95	174.37097384472867	252.4676455874936	123.79774709171859	210.40650519706205	198.4989823131689	169.34400632278678	70.93213584634665	89.2496027969725	63.98610945438495	90.33713521366049	63.70142988088081	77.4624368570108
ENSDARG00000101205	4.219750509889383e-15	1.3786369100072812e-12	-0.8050097170432221	8	7875110	7912936	1	protein_coding	mbd1a	methyl-CpG binding domain protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4214]	152	204	153	110	201	119	219	287	388	233	403	367	180.3019593496514	172.25217290919295	159.16853197506677	157.44704470528453	192.74538862293215	119.95200447864063	277.3953169705342	297.84460468291985	278.9506794191164	263.10690630978615	298.50786327901125	299.2496244897154
ENSDARG00000032801	6.969176915180965e-15	2.2473332831680953e-12	1.3159153816730231	10	2715548	2755378	1	protein_coding	grk5	G protein-coupled receptor kinase 5 [Source:ZFIN;Acc:ZDB-GENE-091204-274]	84	110	67	74	80	75	28	34	43	40	48	34	99.6405564827021	92.881073627506	69.70125256424492	105.91892098355505	76.7145825364904	75.60000282267266	35.46606792317333	35.28472668717517	30.91463715211857	45.168567606830244	35.55428644514278	27.723398454088077
ENSDARG00000079227	7.800820818754951e-15	2.483261293970326e-12	4.197406957658812	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	648	625	312	397	599	594	44	12	8	61	14	39	768.6557214379876	527.7333728835569	324.578967164842	568.2406977090724	574.4004367419719	598.7520223555675	55.73239245070094	12.453432948414767	5.751560400394153	68.88206560041613	10.370000213166643	31.80036881498338
ENSDARG00000004954	8.723713588770136e-15	2.7418963089767403e-12	1.1061752812086212	3	29914427	29941357	-1	protein_coding	grna	granulin a [Source:ZFIN;Acc:ZDB-GENE-030131-8434]	122	169	105	98	126	137	48	73	71	45	73	95	144.71604632011494	142.69910402771376	109.23330625739875	140.27100346470803	120.82546749497239	138.09600515608207	60.798973582582846	75.75838376952316	51.04509855349811	50.81463855768403	54.072143968654636	77.4624368570108
ENSDARG00000058685	1.0567849380443376e-14	3.279996251455113e-12	4.750916494750695	19	7694487	7706926	-1	protein_coding	si:dkey-204a24.11	si:dkey-204a24.11 [Source:ZFIN;Acc:ZDB-GENE-120215-129]	29	51	16	18	67	47	5	3	0	0	1	0	34.39971592855191	43.06304322729824	16.645075239222667	25.764061860864743	64.24846287431072	47.37600176887487	6.33322641485238	3.1133582371036916	0	0	0.7407143009404745	0
ENSDARG00000014386	1.1009974227321182e-14	3.3750328403010485e-12	0.6686926316606526	23	26763338	26784771	-1	protein_coding	galnt6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6) [Source:ZFIN;Acc:ZDB-GENE-040426-2272]	442	644	438	418	562	471	226	336	472	263	437	452	524.2991186351705	543.7764674192169	455.6589346737205	598.2987698800812	538.9199423188451	474.76801772638436	286.26183395132756	348.69612255561344	339.342063623255	296.98333201490885	323.69214951098735	368.5581206249356
ENSDARG00000070041	1.375397013969122e-14	4.1647692508357685e-12	3.7814024053476736	12	30528623	30540755	-1	protein_coding	zgc:153920	zgc:153920 [Source:ZFIN;Acc:ZDB-GENE-061013-702]	48	89	11	47	100	76	7	2	1	8	5	6	56.93746084725834	75.1492322986185	11.443489226965584	67.27282819225793	95.893228170613	76.6080028603083	8.866516980793332	2.0755721580691278	0.7189450500492691	9.03371352136605	3.7035715047023725	4.892364433074366
ENSDARG00000002396	1.837509374094119e-14	5.497031055271925e-12	-0.597906258900341	24	20194022	20208474	-1	protein_coding	cry-dash	cryptochrome DASH [Source:NCBI gene;Acc:402986]	409	651	539	383	534	531	655	814	909	783	1072	1022	485.15461430268044	549.6870811955129	560.7309721213136	548.2019829283997	512.0698384310734	535.2480199845226	829.6526603456618	844.757868334135	653.5210504947856	884.174710903702	794.0457306081887	833.3327417670004
ENSDARG00000098736	2.330978795273217e-14	6.890262319837377e-12	3.080870884217061	12	44009628	44018667	-1	protein_coding	si:dkey-201i2.4	si:dkey-201i2.4 [Source:ZFIN;Acc:ZDB-GENE-141215-24]	69	45	18	27	91	72	6	4	8	5	7	14	81.84759996793386	37.996802847616095	18.7257096441255	38.646092791297114	87.26283763525784	72.57600270976576	7.599871697822856	4.1511443161382555	5.751560400394153	5.6460709508537805	5.185000106583321	11.415517010506855
ENSDARG00000041947	3.8546431730841545e-14	1.1260092939727007e-11	0.7859961270218446	16	31965340	31976269	-1	protein_coding	styk1b	serine/threonine/tyrosine kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-3435]	270	316	245	219	313	229	120	160	236	165	194	195	320.2732172658282	266.82199332992633	254.8777146005971	313.46275264052105	300.1458041740187	230.83200861856056	151.99743395645712	166.04577264553023	169.6710318116275	186.32034137817476	143.69857438245205	159.0018440749169
ENSDARG00000029290	7.102703320486715e-14	2.050699109856804e-11	0.9584272998291907	20	26538137	26541177	1	protein_coding	stx11b.1	syntaxin 11b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1893]	295	434	321	338	340	334	127	156	333	147	247	258	349.9281447904419	366.45805413034185	333.94182198690476	483.79182827623794	326.0369757800842	336.6720125703023	160.86395093725045	161.89462832939196	239.4087016664066	165.99448595510114	182.9564323322972	210.37167062219774
ENSDARG00000093936	7.557626065588423e-14	2.1569638529719605e-11	2.646593744804273	18	7591381	7593581	1	protein_coding	si:dkeyp-1h4.6	si:dkeyp-1h4.6 [Source:ZFIN;Acc:ZDB-GENE-060503-841]	926	2311	630	878	846	743	249	200	220	108	210	104	1098.4185155116922	1951.3469195742398	655.3998375443925	1256.7136841021802	811.2567103233861	748.9440279632772	315.3946754596485	207.55721580691278	158.1679110108392	121.95513253844166	155.55000319749965	84.80098350662234
ENSDARG00000026771	1.647872904672751e-13	4.649623207161865e-11	1.1960670551186494	1	30422143	30438036	1	protein_coding	tmem41ab	transmembrane protein 41ab [Source:NCBI gene;Acc:406356]	272	663	282	249	384	416	142	143	214	116	241	271	322.64561146779727	559.8195619548771	293.36945109129954	356.40285574196224	368.22999617515393	419.3280156564244	179.8636301818076	148.40340930194265	153.8542407105436	130.9888460598077	178.51214652665436	220.97179356052553
ENSDARG00000041065	2.6689666866979837e-13	7.446117171989993e-11	1.2382222394176583	5	3568016	3584815	-1	protein_coding	hspb1	heat shock protein, alpha-crystallin-related, 1 [Source:NCBI gene;Acc:368243]	598	1458	680	596	1186	876	315	248	547	467	565	426	709.3458663887602	1231.0964122627613	707.4156976669634	853.0767149486326	1137.2936861034702	883.0080329688168	398.9932641357	257.37094760057187	393.2629423769502	527.3430268097432	418.5035800313681	347.35787474828
ENSDARG00000039486	3.132841152780312e-13	8.643160647059462e-11	0.9163363578032713	13	25486608	25498661	1	protein_coding	bag3	BCL2 associated athanogene 3 [Source:ZFIN;Acc:ZDB-GENE-040801-40]	393	537	348	337	455	370	139	285	296	184	272	327	466.1754606869277	453.42851398155204	362.030386453093	482.3604915061899	436.3141881762892	372.9600139251852	176.06369433289618	295.76903252485073	212.80773481458365	207.77541099141914	201.47428985580908	266.63386160255294
ENSDARG00000078093	3.803018212669196e-13	1.0300896423965742e-10	2.736974879712764	7	2236317	2242989	1	protein_coding	zgc:172065	zgc:172065 [Source:ZFIN;Acc:ZDB-GENE-080214-2]	33	63	13	25	52	34	4	3	7	4	11	9	39.14450433249011	53.19552398666253	13.524123631868418	35.78341925120103	49.864478648718766	34.27200127961161	5.066581131881904	3.1133582371036916	5.032615350344884	4.516856760683025	8.14785731034522	7.3385466496115495
ENSDARG00000052779	3.8166833306679354e-13	1.0300896423965742e-10	3.65207891402197	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1624	1845	966	979	1741	1852	98	152	39	214	35	213	1926.3840919989073	1557.8689167522598	1004.9464175680686	1401.2786978770323	1669.5011024503724	1866.8160697011972	124.13123773110665	157.74348401325372	28.038856951921495	241.6518366965418	25.92500053291661	173.67893737414
ENSDARG00000100106	4.081888038527802e-13	1.0898202150176917e-10	3.159319867355215	12	43852970	43982343	-1	protein_coding	CR385054.1	NA	468	436	233	345	600	396	47	58	14	76	30	72	555.1402432607688	368.14680092356923	242.3939081711801	493.8111856665742	575.359369023678	399.1680149037117	59.532328299612374	60.1915925840047	10.065230700689767	85.82027845297746	22.221429028214235	58.708373196892396
ENSDARG00000010680	6.349297855744145e-13	1.677160274022629e-10	-0.8766151520346042	3	23092762	23096141	1	protein_coding	gngt2a	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2a [Source:ZFIN;Acc:ZDB-GENE-030131-7595]	171	269	145	122	244	158	282	356	462	255	515	472	202.83970426835785	227.13644368908285	150.84599435545542	174.62308594586102	233.97947673629574	159.26400594643042	357.19396979767424	369.45184413630477	332.1526131227623	287.9496184935428	381.4678649843444	384.8660020685168
ENSDARG00000055290	8.144561671288212e-13	2.1287312241903819e-10	0.898351948434357	8	29710110	29713621	-1	protein_coding	mpeg1.1	macrophage expressed 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7347]	167	236	194	141	173	160	58	122	135	77	150	129	198.09491586441965	199.27212160083107	201.82153727557485	201.8184845767738	165.8952847351605	161.2800060217017	73.46542641228761	126.6099016422168	97.05758175665133	86.94949264314822	111.10714514107117	105.18583531109887
ENSDARG00000076269	9.043503496884924e-13	2.339064498204715e-10	2.3291486314458254	10	40623414	40628487	1	protein_coding	zgc:172131	zgc:172131 [Source:ZFIN;Acc:ZDB-GENE-080204-47]	36	51	36	45	51	35	10	6	4	17	13	7	42.70309563544376	43.06304322729824	37.451419288251	64.41015465216185	48.90554636701263	35.28000131724725	12.66645282970476	6.226716474207383	2.8757802001970765	19.196641232902856	9.62928591222617	5.707758505253428
ENSDARG00000093042	9.59551230179442e-13	2.4562533036449015e-10	-1.0668610117283541	8	12843300	12847483	-1	protein_coding	si:dkey-104n9.1	si:dkey-104n9.1 [Source:ZFIN;Acc:ZDB-GENE-081104-300]	31	46	53	30	44	50	65	96	109	91	133	119	36.772110130521014	38.841176244229786	55.136811729925086	42.94010310144124	42.19302039506972	50.40000188178178	82.33194339308095	99.62746358731813	78.36501045537032	102.75849130553881	98.5150020250831	97.03189458930827
