Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000043243	1.0326787995413738e-17	4.675637671852059e-15	1.3741773769806134	20	20360337	20410127	-1	protein_coding	prkchb	protein kinase C, eta, b [Source:ZFIN;Acc:ZDB-GENE-041001-104]	116	140	91	180	114	73	46	43	64	58	58	48	120.68102537331406	158.2914247909341	123.47020116627849	134.8045568842621	113.0115919862815	96.03354563697651	57.55393303142262	44.01777481393328	45.45022206068187	64.6313799942463	42.37153456637029	38.62869561707086
ENSDARG00000058365	3.407423761369273e-17	1.515705780166981e-14	1.4565620129345678	5	15819651	15840485	1	protein_coding	hspb8	heat shock protein b8 [Source:ZFIN;Acc:ZDB-GENE-030131-2480]	723	1236	679	2426	952	1101	357	392	625	448	588	539	752.1757012491902	1397.4871502971037	921.2776548560779	1816.865861117888	943.7459260608771	1448.3963526891937	446.66856722212776	401.2783192339964	443.8498248113463	499.2216937486611	429.55969525906437	433.76806120002493
ENSDARG00000041947	9.612864357117223e-17	4.2023133754259855e-14	0.8053039720460357	16	31965340	31976269	-1	protein_coding	styk1b	serine/threonine/tyrosine kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-3435]	290	288	208	356	245	201	120	160	236	165	194	195	301.70256343328515	325.6280738556358	282.2176026657794	266.61345694887393	242.87578979507865	264.4211325072915	150.14069486458075	163.7870690751006	167.59769384876438	183.8651327422524	141.72547768751443	156.9290759443504
ENSDARG00000079227	7.882520477511167e-16	3.387479774699926e-13	4.3960471549670554	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	408	878	405	943	638	383	44	12	8	61	14	39	424.46429614062185	992.7133640460008	549.5102359598109	706.2260952325508	632.4683832214702	503.8472325885206	55.05158811701295	12.284030180632543	5.681277757585233	67.9743824077418	10.227611791882484	31.385815188870076
ENSDARG00000039255	8.281463736018625e-16	3.4996085504458706e-13	0.5759624296123443	23	24926407	24939148	1	protein_coding	klhl21	kelch-like family member 21 [Source:NCBI gene;Acc:404613]	990	1064	664	1457	1020	887	551	700	1061	650	1012	834	1029.9501303412148	1203.014828411099	900.9254238946035	1091.1679965576104	1011.1563493509398	1166.873355890386	689.3960239198667	716.5684272035651	753.4794625997415	724.3171895906913	739.3102238132196	671.1735863466063
ENSDARG00000094678	1.855075193565393e-15	7.710726480795171e-13	1.6562114794358227	1	44784793	44796531	-1	protein_coding	si:dkey-9i23.6	si:dkey-9i23.6 [Source:ZFIN;Acc:ZDB-GENE-090313-365]	65	81	41	107	62	57	12	17	30	18	44	35	67.62298835573633	91.58289577189757	55.6294312946969	80.13381992564469	61.462444764468884	74.98509727818714	15.014069486458077	17.40237608922944	21.304791590944625	20.05801448097299	32.14392277448781	28.166757220780838
ENSDARG00000053761	2.793747363097786e-15	1.1425074901829736e-12	1.7546563615569433	7	2228276	2234151	1	protein_coding	si:dkey-187j14.4	si:dkey-187j14.4 [Source:ZFIN;Acc:ZDB-GENE-131119-26]	226	208	145	211	124	118	62	30	54	69	77	62	235.11992874456016	235.1758311179592	196.7382326275866	158.0208972365517	122.92488952893777	155.23230664607163	77.57269234670007	30.71007545158136	38.34862486370032	76.88905551039646	56.251864855353666	49.8953985053832
ENSDARG00000060498	3.239626274779645e-15	1.3038210190006016e-12	1.4614229213586605	23	30006206	30010042	1	protein_coding	tnfrsf9a	tumor necrosis factor receptor superfamily, member 9a [Source:ZFIN;Acc:ZDB-GENE-060421-8213]	66	87	72	137	74	96	25	44	48	26	50	36	68.66334202274766	98.36681397722332	97.69070861507748	102.60124607302171	73.3584018156564	126.29069015273623	31.27931143012099	45.041443995652664	34.0876665455114	28.97268758362765	36.52718497100887	28.97152171280315
ENSDARG00000093316	3.847102446438274e-15	1.5241137895225382e-12	1.4658998290154919	20	35719375	35750810	-1	protein_coding	adgrf8	adhesion G protein-coupled receptor F8 [Source:ZFIN;Acc:ZDB-GENE-130531-41]	130	181	88	199	135	144	45	42	51	65	91	79	135.24597671147265	204.64819919399335	119.39975497398359	149.03392677760087	133.82951682585966	189.43603522910436	56.302760574217785	42.9941056322139	36.21814570460586	72.43171895906913	66.47947664723615	63.57639486976246
ENSDARG00000062350	1.544683527505399e-14	6.025453975369137e-12	0.6065817432785248	18	20859661	20869175	-1	protein_coding	synm	synemin, intermediate filament protein [Source:ZFIN;Acc:ZDB-GENE-050419-81]	646	646	473	978	747	500	350	376	707	425	704	530	672.068468889318	730.4018601067387	641.7736829851617	732.4380924044907	740.5233264364235	657.7640112121679	437.91036002169386	384.89961232648636	502.082921826595	473.5920085785289	514.302764391805	426.5251807718241
ENSDARG00000007769	1.8425749952681543e-14	7.0785589401551596e-12	3.6336869377368326	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	364	246	82	611	154	304	40	12	13	13	41	35	378.6887347921234	278.1406464183556	111.2588625893938	457.58657920157856	152.6647821569066	399.9205188169981	50.04689828819359	12.284030180632543	9.232076356076004	14.486343791813825	29.952291676227276	28.166757220780838
ENSDARG00000035890	2.036331857957206e-14	7.706148396791785e-12	0.6813650452065869	19	32495419	32500373	-1	protein_coding	fuca1.1	alpha-L-fucosidase 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7434]	1110	905	758	1341	990	717	562	639	690	631	822	851	1154.7925703825742	1023.2409959699667	1028.4660712531768	1004.2939487877526	981.4164567229709	943.2335920782488	703.1589209491199	654.124607118683	490.01020659172633	703.1448409718864	600.5069209233859	684.8545827109855
ENSDARG00000069566	2.7113063417829722e-14	1.0109584161162833e-11	2.5585215207919174	1	45149844	45157243	-1	protein_coding	mucms1	mucin, multiple PTS and SEA group, member 1 [Source:ZFIN;Acc:ZDB-GENE-061009-17]	45	42	25	92	90	79	5	12	8	11	14	24	46.815915015509766	47.487427437280225	33.92038493579079	68.90010685195618	89.21967788390644	103.92671377152253	6.255862286024199	12.284030180632543	5.681277757585233	12.25767551615016	10.227611791882484	19.31434780853543
ENSDARG00000101205	4.8611627299312695e-14	1.7863011741653236e-11	-0.6748203105274925	8	7875110	7912936	1	protein_coding	mbd1a	methyl-CpG binding domain protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4214]	141	146	129	241	187	161	219	287	388	233	403	367	146.68986704859725	165.07534299625982	175.0291862686805	180.4883233839287	185.3786640476723	211.80001161031805	274.0067681278599	293.7930551534617	275.5419712428838	259.639854114817	294.4091108663315	295.3485685721877
ENSDARG00000100106	7.159770768752541e-14	2.5732741005267687e-11	3.0162865788898032	12	43852970	43982343	-1	protein_coding	CR385054.1	NA	423	408	315	475	344	248	47	58	14	76	30	72	440.06960114579175	461.3064379621507	427.39685019096396	355.7342473334694	341.0174354673758	326.2509495612353	58.80510548862746	59.37281253972396	9.942236075774158	84.68939447521929	21.916310982605324	57.9430434256063
ENSDARG00000008772	7.205776420327374e-14	2.5732741005267687e-11	0.6846244872912305	6	21470261	21492752	-1	protein_coding	cacng1a	calcium channel, voltage-dependent, gamma subunit 1a [Source:ZFIN;Acc:ZDB-GENE-030131-732]	688	824	547	1029	870	474	425	457	664	406	633	633	715.7633229037937	931.6581001980692	742.1780223951025	770.6327168550316	862.4568862110956	623.5602826291351	531.7482943120568	467.816816045756	471.54605387957434	452.4196599597241	462.4341617329723	509.415923450122
ENSDARG00000090526	7.568392887562361e-14	2.665230578668662e-11	1.6316641230969144	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]	266	246	171	481	231	180	107	65	98	118	107	58	276.73407542501326	278.1406464183556	232.01543296080902	360.2277325629448	228.99717323535987	236.79504403638043	133.87545292091784	66.53849681175961	69.5956525304191	131.49142826415627	78.16817583795898	46.67634053729396
ENSDARG00000052779	8.444965121296443e-14	2.933179323979059e-11	3.6725718815003097	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1772	1395	959	2443	1459	1093	98	152	39	214	35	213	1843.5066979440733	1577.260982738236	1301.1859661369347	1829.5974026014017	1446.35011147355	1437.872128509799	122.61490080607429	155.59771562134554	27.69622906822801	238.46750549601222	25.569029479706213	171.41483680075197
ENSDARG00000091131	9.034367388506385e-14	3.0954916910213437e-11	-0.5296052443838347	22	786556	809282	1	protein_coding	cry3b	cryptochrome circadian regulator 3b [Source:ZFIN;Acc:ZDB-GENE-010426-5]	304	275	253	432	393	255	365	498	688	408	678	626	316.26751477144376	310.92958441076337	343.2742955502028	323.530936522229	389.5925934263915	335.45964571820565	456.67794687976647	509.7872524962506	488.58988715233005	454.64832823538774	495.3086282068803	503.78257200596585
ENSDARG00000043128	1.2766098187031876e-13	4.3157922604292427e-11	0.3999233165813968	15	2638884	2640966	-1	protein_coding	cldne	claudin e [Source:ZFIN;Acc:ZDB-GENE-010328-5]	1529	1506	1054	2219	1546	1298	935	1218	1753	1062	1610	1582	1590.7007568603206	1702.7634695367622	1430.0834288929398	1661.8406207009866	1532.5958000946596	1707.5553731067878	1169.846247486525	1246.8290633342033	1244.9099886308643	1183.4228543774063	1176.1753560664858	1273.1374263792939
ENSDARG00000099002	1.8736076728970185e-13	6.250700335039987e-11	1.9445349248418178	19	19496479	19505167	-1	protein_coding	creb5a	cAMP responsive element binding protein 5a [Source:ZFIN;Acc:ZDB-GENE-120827-2]	58	104	29	101	62	56	11	11	26	20	29	29	60.34051268665703	117.5879155589796	39.34764652551732	75.64033469616929	61.462444764468884	73.66956925576281	13.762897029253237	11.260360998913166	18.464152712152007	22.286682756636655	21.185767283185147	23.33817026864698
ENSDARG00000030722	2.719145809034757e-13	8.876424205084028e-11	2.461607468715509	2	23749614	23768832	-1	protein_coding	xirp1	xin actin binding repeat containing 1 [Source:NCBI gene;Acc:497637]	613	1971	587	3523	858	1273	226	238	380	255	367	316	637.7367978779441	2228.5171304495075	796.4506382923678	2638.424743906974	850.5609291599081	1674.6671725461795	282.76497532829376	243.63326524921212	269.86069348529855	284.15520514711733	268.10953768720515	254.30557947904984
ENSDARG00000091757	2.730668854255785e-13	8.876424205084028e-11	0.9291626331070203	20	35568552	35578435	-1	protein_coding	adgrf6	adhesion G protein-coupled receptor F6 [Source:ZFIN;Acc:ZDB-GENE-041001-212]	674	630	596	672	576	533	270	439	450	316	380	450	701.1983715656352	712.3114115592033	808.6619768692525	503.27034570124516	571.0059384570012	701.176435952171	337.8165634453067	449.3907707748072	319.57187386416933	352.12958755485914	277.60660577966746	362.14402141003933
ENSDARG00000078552	4.0402628500511647e-13	1.296719804595535e-10	0.869142390842412	17	26965351	26977183	1	protein_coding	grhl3	grainyhead-like transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9854]	199	193	159	222	214	185	82	113	137	95	188	157	207.0303797352543	218.21603560464484	215.73364819162944	166.25895349058993	212.14456741284422	243.37268414850212	102.59614149079685	115.67461753428978	97.29188159864711	105.8617430940241	137.34221549099337	126.34802524750262
ENSDARG00000098256	4.800841947366462e-13	1.5215668446934581e-10	1.7249001458166502	12	43730276	43819253	-1	protein_coding	si:ch73-329n5.6	si:ch73-329n5.6 [Source:ZFIN;Acc:ZDB-GENE-131121-171]	1077	489	632	1387	975	389	238	328	278	156	336	346	1120.4608993712004	552.8893337340484	857.5073311767912	1038.7440022137307	966.5465104089865	511.7404007230666	297.77904481475184	335.7634916039562	197.42440207608684	173.8361255017659	245.46268300517963	278.44851423971915
ENSDARG00000014975	8.95586530850585e-13	2.7719676159137145e-10	2.3190520786395004	16	25975426	25978063	-1	protein_coding	irge1	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]	64	80	50	66	67	40	18	17	4	19	14	10	66.582634688725	90.45224273767661	67.84076987158159	49.428337524229434	66.41909353579702	52.62112089697343	22.521104229687115	17.40237608922944	2.8406388787926167	21.172348618804822	10.227611791882484	8.047644920223096
ENSDARG00000052626	8.964754269569103e-13	2.7719676159137145e-10	3.867946711402631	12	46188692	46204837	-1	unprocessed_pseudogene	AL954655.1	NA	21	30	17	25	21	11	1	2	1	3	0	3	21.84742700723789	33.91959102662873	23.06586175633774	18.72285512281418	20.817924839578172	14.470808246667694	1.2511724572048397	2.047338363438757	0.7101597196981542	3.343002413495498	0	2.414293476066929
ENSDARG00000079111	1.1029533972811894e-12	3.369323299766814e-10	-0.6582560255207871	25	14087045	14125498	1	protein_coding	actc1c	actin alpha cardiac muscle 1c [Source:ZFIN;Acc:ZDB-GENE-040625-46]	1091	812	790	1098	946	697	1314	1429	2030	1479	1729	2106	1135.025850709359	918.0902637874176	1071.884163970989	822.3077969939987	937.7979475352834	916.923031629762	1644.0406087671593	1462.823260676992	1441.624230987253	1648.1001898532807	1263.1100562974868	1694.834020198984
ENSDARG00000069559	2.531813589584714e-12	7.642158757609574e-10	0.7979988494047376	1	45121393	45135878	1	protein_coding	muc13a	mucin 13a, cell surface associated [Source:ZFIN;Acc:ZDB-GENE-061207-26]	347	434	271	485	391	295	156	205	363	181	385	252	361.00272245293087	490.7034168518956	367.69697270397216	363.2233893825951	387.60993391786025	388.0807666151791	195.18290332395497	209.85218225247263	257.78797825042994	201.69447894756172	281.2593242767683	202.80065198962203
ENSDARG00000007823	2.7468587570902824e-12	8.193718092473425e-10	1.1205225000106986	20	37794633	37800737	1	protein_coding	atf3	activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]	356	450	192	536	319	287	155	178	182	117	287	228	370.3659054560328	508.79386539943096	260.5085563068733	401.418013833136	316.2341916107351	377.55654243578437	193.93173086675014	182.2131143460494	129.24906898506404	130.37709412632444	209.66604173359093	183.4863041810866
ENSDARG00000060238	4.6116608097857525e-12	1.3443232949570653e-9	0.6697111210908857	7	33798131	33869011	-1	protein_coding	uacab	uveal autoantigen with coiled-coil domains and ankyrin repeats b [Source:ZFIN;Acc:ZDB-GENE-030521-32]	2015	2315	1610	2370	1966	1935	1061	1185	1942	1191	2033	1908	2096.312639027826	2617.461774221517	2184.472789864927	1774.9266656427842	1948.9542968862231	2545.54672339109	1327.493977094335	1213.0479803374637	1379.1301756538153	1327.1719581577129	1485.1953409212208	1535.4906507785668
ENSDARG00000117266	4.612744100227358e-12	1.3443232949570653e-9	3.8841449609862657	12	46071521	46083500	-1	lincRNA	FO904966.1	NA	71	223	56	113	74	117	4	3	4	10	6	27	73.8651103578043	252.13562663127357	75.98166225617138	84.6273051551201	73.3584018156564	153.91677862364728	5.004689828819359	3.071007545158136	2.8406388787926167	11.143341378318327	4.3832621965210645	21.72864128460236
ENSDARG00000032801	6.342727887185214e-12	1.82749847249524e-9	1.3089889800113357	10	2715548	2755378	1	protein_coding	grk5	G protein-coupled receptor kinase 5 [Source:ZFIN;Acc:ZDB-GENE-091204-274]	112	71	61	79	78	73	28	34	43	40	48	34	116.51961070526875	80.276365429688	82.76573924332953	59.16422218809281	77.32372083271892	96.03354563697651	35.03282880173551	34.80475217845888	30.536867947020628	44.57336551327331	35.066097572168516	27.36199272875853
ENSDARG00000039486	6.620958826361781e-12	1.8862293375550894e-9	1.0468394046809557	13	25486608	25498661	1	protein_coding	bag3	BCL2 associated athanogene 3 [Source:ZFIN;Acc:ZDB-GENE-040801-40]	321	449	294	835	450	350	139	285	296	184	272	327	333.9535271106363	507.66321236521	398.9037268448997	625.3433611019937	446.0983894195322	460.43480784851755	173.9129715514727	291.7457167900229	210.20727703065361	205.03748136105722	198.70788624228828	263.15798889129525
ENSDARG00000055365	8.6936404322277e-12	2.4491917017681482e-9	1.3563771034687824	20	26543683	26551233	-1	protein_coding	si:dkey-25e12.3	si:dkey-25e12.3 [Source:NCBI gene;Acc:678527]	75	59	36	89	58	42	21	27	28	13	38	37	78.02652502584961	66.7085290190365	48.84535430753874	66.65336423721848	57.49712574740638	55.25217694182211	26.274621601301632	27.63906790642322	19.884472151548316	14.486343791813825	27.760660577966743	29.776286204825457
ENSDARG00000078093	9.523407700078982e-12	2.6534725520384898e-9	2.8044951339748834	7	2236317	2242989	1	protein_coding	zgc:172065	zgc:172065 [Source:ZFIN;Acc:ZDB-GENE-080214-2]	32	62	13	27	36	44	4	3	7	4	11	9	33.2913173443625	70.10048812169937	17.638600166611212	20.220683532639313	35.687871153562575	57.88323298667078	5.004689828819359	3.071007545158136	4.971118037887079	4.457336551327331	8.035980693621953	7.242880428200787
ENSDARG00000095434	1.0544721147002554e-11	2.906102224807062e-9	1.332018735147181	1	52392511	52396264	1	protein_coding	si:ch211-217k17.8	si:ch211-217k17.8 [Source:ZFIN;Acc:ZDB-GENE-031010-46]	83	125	79	205	174	86	31	34	86	54	84	62	86.34935436194023	141.3316292776197	107.1884163970989	153.52741200707626	172.49137724221913	113.13540992849288	38.78634617335003	34.80475217845888	61.073735894041256	60.17404344291897	61.36567075129491	49.8953985053832
ENSDARG00000011770	1.1917845928717736e-11	3.2492148765875073e-9	-0.550449077011891	9	23808546	23812636	1	protein_coding	dhrs12	dehydrogenase/reductase (SDR family) member 12 [Source:ZFIN;Acc:ZDB-GENE-060929-1134]	264	294	230	451	330	263	348	416	653	492	639	605	274.6533680909906	332.41199206096155	312.0675414092753	337.7603064155678	327.13881890765697	345.9838698976003	435.4080151072842	425.8463795952615	463.73429696289463	548.2523958132617	466.81742392949343	486.8825176734973
ENSDARG00000087574	1.2207940968695252e-11	3.292897268736895e-9	1.2257067094155483	14	41345175	41361847	1	protein_coding	nox1	NADPH oxidase 1 [Source:ZFIN;Acc:ZDB-GENE-070404-1]	120	94	87	121	95	77	43	43	36	44	56	75	124.84244004135937	106.28138521677002	118.04293957655196	90.61861879442063	94.17632665523458	101.29565772667385	53.8004156598081	44.01777481393328	25.565749909133547	49.03070206460064	40.91044716752994	60.35733690167322
ENSDARG00000068947	1.5213976441565664e-11	4.060530238693657e-9	-3.493881808671364	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]	3	2	5	11	2	1	17	45	136	13	75	49	3.121061001033984	2.2613060684419155	6.7840769871581585	8.23805625403824	1.9826595085312544	1.3155280224243358	21.269931772482273	46.06511317737204	96.58172187894897	14.486343791813825	54.79077745651331	39.433460109093176
ENSDARG00000092719	1.609936026770119e-11	4.252075829037121e-9	1.9026002608963088	12	46264190	46282243	-1	unprocessed_pseudogene	AL954655.2	NA	199	172	136	182	196	89	53	68	18	41	44	66	207.0303797352543	194.47232188600472	184.5268940507019	136.30238529408723	194.30063183606293	117.08199399576588	66.3121402318565	69.60950435691775	12.782874954566774	45.68769965110514	32.14392277448781	53.11445647347244
ENSDARG00000099129	2.002464690854987e-11	5.2342775501678555e-9	1.0006557827615314	4	2349335	2350371	-1	protein_coding	phlda1	pleckstrin homology-like domain, family A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041010-103]	93	136	77	174	105	95	47	73	71	52	81	72	96.75289103205351	153.76881265405024	104.47478560223564	130.3110716547867	104.08962419789086	124.9751621303119	58.80510548862746	74.72785026551465	50.42134009856894	57.9453751672553	59.17403965303438	57.9430434256063
