Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000103747	2.943772401461241e-8	5.96805823612484e-6	-0.21309323724865378	25	18563476	18577586	1	protein_coding	cav1	caveolin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2415]	1199	1656	1324	1039	1365	1401	1339	1131	1029	1927	1509	1031	1329	1295	1060	2152	1464	2055	1272	1578	2412	1564	2147	1850	1362.1185685543992	1337.756069276821	1317.5974781640991	1426.7109444490445	1252.7309106741557	1351.842285686106	1353.0222856736452	1238.9420322919327	1358.7660099343132	1399.650503239022	1452.4988983332962	1319.4146344751487	1438.5612999556422	1557.4768264313518	1582.2754524885263	1787.3351676297525	1422.699420319727	1533.615938481654	1542.8677506513252	1565.0604891776238	1658.2838076692772	1688.7962824298831	1523.2646598239774	1441.1203220527054
ENSDARG00000023797	3.087908104252814e-8	6.2072186638031135e-6	0.3508306317858305	18	35491473	35736591	-1	protein_coding	ryr1b	ryanodine receptor 1b (skeletal) [Source:ZFIN;Acc:ZDB-GENE-070705-417]	3180	4518	4473	2395	3560	3384	3403	3316	2591	4006	3775	2643	2711	2519	1777	2528	2979	3648	2623	2327	4186	2486	3921	3510	3612.6247272752203	3649.7475368313276	4451.369727966779	3288.712908523062	3267.1956351648305	3265.263593691494	3438.6369216933645	3632.47725824938	3421.3437626237173	2909.7041598212363	3633.6536389716325	3382.3597273693676	2934.4918616852865	3029.5630314907917	2652.5504519548217	2099.620494315992	2894.9600909374776	2722.4481477280165	3181.5582625459324	2307.918731505913	2877.933672845603	2684.365446368727	2781.891351266798	2734.2336921108085
ENSDARG00000075993	3.1852846975669384e-8	6.3491557164947714e-6	0.6212215326146067	17	5566138	5583345	-1	protein_coding	clic5a	chloride intracellular channel 5a [Source:ZFIN;Acc:ZDB-GENE-041114-84]	333	453	376	451	341	312	274	348	241	462	433	282	218	222	163	321	267	250	190	251	456	158	390	234	378.3031554033485	365.94414213913046	374.1817611704692	619.2941635673908	312.95328977281105	301.0526717587902	276.8693848204472	381.2129330129024	318.23382739958157	335.56747924049205	416.7872915694614	360.88741699514253	235.97168050438677	266.9960273882317	243.31216863738658	266.6052921975607	259.4677221484748	186.57128205372922	230.45980552181746	248.94181418478047	313.50639149966435	170.60729707411863	276.69921626984217	182.2822461407206
ENSDARG00000058158	3.319466390353206e-8	6.561478564931504e-6	0.6561504583152797	24	24831727	24846603	1	protein_coding	trim55b	tripartite motif containing 55b [Source:ZFIN;Acc:ZDB-GENE-060312-37]	129	220	166	115	230	178	153	190	112	312	172	156	110	122	102	183	123	145	64	72	193	72	153	118	146.54987101210799	177.72121693291103	165.19726689972845	157.91314592073158	211.08286406963794	171.75440888802774	154.60224772820592	208.13349790934328	147.89289904046944	226.61699896760504	165.5598479213565	199.63984769944054	119.06827915358964	146.72754658272194	152.25669448474497	151.98993293505796	119.5300742481738	108.21134359116294	77.62856607050693	71.40960406894101	132.69020517420003	77.74509740086418	108.55123099816886	91.92010702822661
ENSDARG00000054373	3.7916655954818354e-8	7.432918010316458e-6	-3.6989788803890726	8	13572531	13574764	-1	protein_coding	b3gnt3.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]	0	0	0	2	0	0	2	0	2	0	0	0	4	10	1	8	13	5	2	6	14	3	8	15	0	0	0	2.7463155812301143	0	0	2.02094441474779	0	2.640944625722669	0	0	0	4.3297556055850785	12.026848080550979	1.4927126910269115	6.6443686528987085	12.633259879888287	3.7314256410745843	2.4258926897033417	5.950800339078418	9.625196230252852	3.239379058369341	5.675881359381378	11.684759367994909
ENSDARG00000030215	3.878974606267389e-8	7.5417440705461034e-6	-0.4489335860404993	19	43314700	43338280	1	protein_coding	matn1	matrilin 1 [Source:ZFIN;Acc:ZDB-GENE-050307-3]	3235	5288	3799	3319	5216	5136	4382	3443	2809	7011	3796	3450	5373	4996	4498	9870	5430	7164	4760	5268	8833	4647	6147	7640	3675.1072304199174	4271.771796096516	3780.629017783544	4557.510707051375	4786.992256466224	4955.790135106238	4427.889212712407	3771.598070009836	3709.206726827488	5092.34544795474	3653.8673413341235	4415.1120164299355	5815.944217202156	6008.6133010432695	6714.221684239048	8197.489825513781	5276.815472907185	5346.386658531665	5773.6246014939525	5224.80269771085	6072.811307273103	5017.798161414109	4361.205339514667	5951.43743809874
ENSDARG00000090268	4.013709470929442e-8	7.740259239873689e-6	-0.5118011918105646	19	5339364	5345932	-1	protein_coding	krtt1c19e	keratin type 1 c19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]	15572	18289	24267	13628	15728	21454	25578	19129	14037	30256	20072	17527	24319	22903	14760	49541	29438	34979	21997	27547	47596	24491	37556	38431	17690.500708531363	14774.287893118226	24149.651059371747	18713.394370502	14434.396896031589	20701.23083305476	25845.858120209483	20954.661481620144	18535.46985563455	21976.03820757647	19320.44922952016	22430.04878607753	26323.831643055877	27545.09015888591	22032.439319557216	41146.08342915687	28607.53110339626	26104.307499829574	26681.1807477022	27321.11615676553	32722.91712679391	26445.210839507843	26645.42504161588	29937.132484760823
ENSDARG00000096933	4.180581477844871e-8	7.997047794716156e-6	1.472943796607074	16	42772678	42781773	1	protein_coding	si:ch211-135n15.2	si:ch211-135n15.2 [Source:ZFIN;Acc:ZDB-GENE-131121-526]	39	56	31	37	50	31	31	48	29	61	26	13	37	9	8	15	13	36	7	14	7	5	9	14	44.30577495714893	45.23812794655917	30.85009201139507	50.80683825275712	45.88757914557346	29.91228469398236	31.32463842859074	52.58109420867619	38.293697072978695	44.30652864430739	25.02648863927482	16.63665397495338	40.05023935166197	10.82416327249588	11.941701528215292	12.458191224185079	12.633259879888287	26.866264615737006	8.490624413961696	13.885200791182974	4.812598115126426	5.398965097282235	6.385366529304051	10.905775410128582
ENSDARG00000044968	5.306724351407595e-8	1.0070040129231052e-5	0.2286266873302252	13	25211939	25284716	-1	protein_coding	vcla	vinculin a [Source:ZFIN;Acc:ZDB-GENE-050506-61]	636	836	728	432	793	659	713	691	543	955	820	527	550	507	417	638	609	770	504	604	931	573	867	769	722.5249454550441	675.3406243450619	724.479580138568	593.2041655457048	727.7770052487951	635.877277849496	720.4666838575871	756.9486687124011	717.0164658837045	693.6513910707141	789.2969493925135	674.4243572923408	595.3413957679483	609.7611976839346	622.4611921582222	529.888400068672	591.8196359116898	574.639548725486	611.3249578052421	599.047234133894	640.0755493118146	618.7214001485441	615.1236423229569	599.0386635992056
ENSDARG00000021789	5.4957158483848054e-8	1.032021461122772e-5	-0.3857126048808035	20	15015557	15021628	1	protein_coding	myoc	myocilin [Source:ZFIN;Acc:ZDB-GENE-050425-2]	583	657	647	460	560	577	642	500	394	920	681	386	610	629	590	1166	805	878	627	643	1235	689	1138	956	662.3145333337903	530.7401796587388	643.871275205568	631.6525836829263	513.9408864304228	556.7544602718652	648.7231571340405	547.719731340377	520.2660912673657	668.2296123403738	655.5014908979289	493.9806487947696	660.2877298517244	756.4887442666566	880.7004877058778	968.4167311599867	782.290323331544	655.238342572697	760.5173582219976	637.7274363379038	849.0798103115909	743.977390405492	807.3941233720011	744.7086637202088
ENSDARG00000035810	5.525578649350423e-8	1.032021461122772e-5	0.4793972646499068	9	17438765	17449872	1	protein_coding	rgcc	regulator of cell cycle [Source:ZFIN;Acc:ZDB-GENE-040704-31]	1268	1822	1398	1507	1358	1277	1469	1593	945	1664	1292	1047	1086	1085	673	1326	1063	1024	767	935	1381	842	1645	1297	1440.505708863201	1471.854805689836	1391.2396332880744	2069.3487904568915	1246.3066495937753	1232.1931469101767	1484.3836726322515	1745.0350640504412	1247.846335653961	1208.6239944938934	1243.6239739208872	1339.890516290476	1175.5286469163486	1304.9130167397811	1004.5956410611115	1101.304104217961	1033.01194248625	764.1959712920749	930.3298465012315	927.33305283972	949.4568567127992	909.1857223823284	1167.103104522796	1010.3421933526265
ENSDARG00000012311	5.6145658101405086e-8	1.040449226691663e-5	0.6593180624281979	7	69829442	69857692	-1	protein_coding	myoz2a	myozenin 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1880]	483	762	474	522	521	452	582	575	429	702	485	392	410	328	304	573	360	362	305	252	282	257	386	498	548.7099821616137	615.5616695585373	471.70785849681494	716.7883667010599	478.1485746968755	436.14040908645245	588.0948246916068	629.8776910414335	566.4826222175125	509.88824767711134	466.840268848011	501.65910447551727	443.7999495724705	394.48061704207214	453.7846580721811	475.90290476387	349.84411975075255	270.1552164137999	369.9486351797596	249.93361424129353	193.8789526379503	277.5068060003069	273.8612755901515	387.934011017431
ENSDARG00000055504	5.767768087340707e-8	1.0605539459823377e-5	0.43303137707229106	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]	1534	2139	1491	1336	1768	1722	1622	1604	1035	1936	1451	1090	1313	1079	966	1619	1290	1619	753	948	1824	1008	1426	1193	1742.693814981191	1727.934922815894	1483.7899093222595	1834.5388082617164	1622.5847985874777	1661.5791691302459	1638.9859203604576	1757.0848981399295	1366.688843811481	1406.1875320553954	1396.6705775226062	1394.9194486691679	1421.2422775333018	1297.6969078914506	1441.9604595319965	1344.6541061303762	1253.60809577353	1208.2356225799504	913.3485976733081	940.22645357439	1254.0255659986574	1088.4313636120985	1011.7258523097307	929.3278617345284
ENSDARG00000042535	5.922856878107702e-8	1.0806935780670361e-5	-0.3539195683853088	20	29476852	29483514	-1	protein_coding	actc1a	actin alpha cardiac muscle 1a [Source:ZFIN;Acc:ZDB-GENE-040520-4]	2931	4369	3446	2465	3945	3596	3631	2799	2799	4419	3219	2291	4553	3372	2719	6871	4473	6416	3143	4188	6680	3377	5096	5090	3329.7493948565	3529.3818035449467	3429.336034557013	3384.833953866116	3620.5299945857464	3469.8250245019535	3669.0245849746125	3066.1350560434307	3696.002003698875	3209.6811488392523	3098.471804993294	2931.8903274321688	4928.344318057215	4055.45317276179	4058.6858069021728	5706.682126758378	4346.813187903101	4788.165382626907	3812.290361868801	4153.658636676735	4592.593629863503	3646.461026704422	3615.536425925938	3965.0283455396057
ENSDARG00000006598	6.028757020205514e-8	1.0916192100708e-5	0.5340613471643443	16	26530426	26537114	-1	protein_coding	sgk2b	serum/glucocorticoid regulated kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060929-44]	358	604	583	443	462	473	514	512	261	777	398	317	340	254	229	493	411	358	273	310	500	206	487	416	406.7042931963927	487.9255228521739	580.1807626659137	608.3089012424704	424.0012313050988	456.40356968560184	519.382714590182	560.865004892546	344.6432736568083	564.3634878135548	383.0977876319761	405.6784084661709	368.0292264747316	305.48194124599485	341.8312062451628	409.45921823488294	399.40537004877586	267.1700759009402	331.1343521445061	307.45801751905157	343.7570082233161	222.4373620080281	345.5192777523414	324.05732647239216
ENSDARG00000103351	6.23478358398209e-8	1.1151571478093194e-5	0.9341789421775136	5	8284358	8334243	1	lincRNA	FP102192.2	NA	65	67	45	48	67	64	57	52	35	49	33	36	15	7	27	30	32	33	15	36	39	39	45	40	73.84295826191487	54.12418879320472	44.782391629444454	65.91157394952275	61.48935605506844	61.75439420693132	57.59691582031201	56.96285205939921	46.216530950146705	35.59049022247643	31.764389426771885	46.07073408448628	16.236583520944045	8.418793656385686	40.303242657726614	24.916382448370157	31.097255088955784	24.627409231092255	18.19419517277506	35.704802034470504	26.81304664141866	42.111927758801436	31.926832646520253	31.15935831465309
ENSDARG00000100280	6.252778273972997e-8	1.1151571478093194e-5	0.9155742053586864	6	57401178	57426097	-1	protein_coding	znfx1	zinc finger, NFX1-type containing 1 [Source:ZFIN;Acc:ZDB-GENE-110804-2]	60	81	44	44	56	63	53	74	36	36	38	39	29	21	24	26	39	56	19	25	28	21	50	28	68.16273070330604	65.43372077984452	43.78722737101236	60.41894278706252	51.39408864304228	60.78948179744802	53.55502699081643	81.0625202383758	47.53700326300804	26.148115265492887	36.577175703555504	49.909961924860134	31.390728140491817	25.256380969157057	35.82510458464588	21.5941981219208	37.899779639664864	41.79196718003534	23.045980552181746	24.79500141282674	19.250392460505704	22.675653408585386	35.474258496133615	21.811550820257164
ENSDARG00000043128	6.945955723154061e-8	1.2262269028518849e-5	0.35272955600037653	15	2638884	2640966	-1	protein_coding	cldne	claudin e [Source:ZFIN;Acc:ZDB-GENE-010328-5]	1421	1980	1345	1475	1950	1552	1529	1506	1054	2219	1546	1298	1301	926	1045	1711	1161	1806	935	1218	1753	1062	1610	1582	1614.3206721566314	1599.4909523961992	1338.495927591173	2025.4077411572096	1789.6155866773652	1497.5440595180846	1545.0120050746852	1649.7318307972155	1391.7778177558464	1611.7407715035756	1488.113516781495	1661.1059122684221	1408.2530107165467	1113.6861322590207	1559.8847621231225	1421.0643456387113	1128.2472861961771	1347.7909415561398	1134.104832436312	1208.0124688329188	1205.2120708309465	1146.7401866627467	1142.2711235755023	1232.3526213445298
ENSDARG00000056090	6.978947381323965e-8	1.2262269028518849e-5	-0.26413678445570454	8	27807266	27827660	1	protein_coding	capza1b	capping actin protein of muscle Z-line subunit alpha 1b [Source:ZFIN;Acc:ZDB-GENE-031002-24]	2733	3777	3272	2421	3225	3058	2863	2607	2403	4236	2960	2276	3221	3071	2402	5493	4095	4654	3254	3422	5192	3079	4383	4614	3104.81238353559	3051.15016525275	3256.177453589828	3324.415011079054	2959.7488548894885	2950.7021481999373	2892.981929711461	2855.8106792087256	3173.0949678057864	3076.76156290633	2849.1694758559024	2912.6941882302995	3486.5357013973844	3693.4450455372057	3585.4958838466414	4562.189626296576	3979.4768621648104	3473.210986712223	3946.9274061473366	3393.939793387724	3569.572773390915	3324.6827069064	3109.673499771073	3594.231981595234
ENSDARG00000092123	8.315019292159355e-8	1.4502371883089697e-5	0.6221861643627434	8	26382604	26388090	-1	protein_coding	si:dkey-20d21.12	si:dkey-20d21.12 [Source:ZFIN;Acc:ZDB-GENE-081104-365]	74	155	96	90	103	103	113	98	98	132	113	59	73	81	53	90	80	67	64	73	74	56	64	77	84.06736786741078	125.21267556636913	95.53576880948151	123.58420115535516	94.52841303988134	99.3859781767801	114.18335943325012	107.3530673427139	129.40628666041079	95.87642264014059	108.76896985530979	75.50481419401918	79.01803980192767	97.41746945246292	79.11377262442632	74.74914734511047	77.74313772238946	50.00110359039943	77.62856607050693	72.40140412545408	50.876037217050786	60.468409089561035	45.40705087505103	59.9817647557072
ENSDARG00000075612	8.468370649288965e-8	1.4636596357171084e-5	-0.27590833686711475	13	30874153	30910016	1	protein_coding	ercc6	excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1]	337	485	370	217	428	390	390	413	305	575	447	344	439	401	329	569	471	575	378	478	732	433	755	648	382.8473374502356	391.79450096573566	368.21077561987664	297.9752405634674	392.79767748610885	376.31583969848776	394.084160875819	452.4164980871514	402.744055422707	417.64350771273365	430.2630931444555	440.2314590295356	475.1906777129623	482.2766080300943	491.1024753478539	472.58072043742067	457.71272334056795	429.11394872357715	458.49371835393157	474.0804270132473	503.2602600389348	467.55037742464157	535.6613032916176	504.7816046973801
ENSDARG00000058032	8.515389111676263e-8	1.4636596357171084e-5	0.3758005372936515	8	14158021	14170576	1	protein_coding	tpk2	thiamin pyrophosphokinase 2 [Source:ZFIN;Acc:ZDB-GENE-060503-173]	232	433	333	227	329	301	245	238	215	344	222	209	189	174	159	284	223	279	171	223	275	227	300	278	263.56255871945	349.78766787250214	331.38969805788895	311.706818469618	301.9402707778734	290.43863525447387	247.56569080660427	260.7145921180195	283.9015472651869	249.8597680924876	213.68771068919267	267.466206212712	204.58095236389494	209.26715660158703	237.34131787327894	235.87508717790416	216.70899640116062	208.2135507719618	207.4138249696357	221.17141260241453	189.06635452282387	245.11301541661348	212.8455509768017	216.557540286839
ENSDARG00000076308	9.041607687017033e-8	1.542345978409081e-5	-0.40068805416661313	16	26816753	26820634	-1	protein_coding	pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060810-70]	173	191	161	142	184	160	169	159	134	240	225	138	197	188	154	214	212	278	231	236	412	223	345	317	196.53587352786576	154.29432924630004	160.22144560756794	194.98840626733812	168.86629125571034	154.38598551732832	170.76980304618823	174.17487456623988	176.9432899234188	174.32076843661926	216.57538245526285	176.6044806571974	213.2404635750651	226.1047439143584	229.87775441814438	177.73686146504045	206.01931496433207	207.46726564374688	280.19060566073597	234.06481333708442	283.2557747760125	240.7938433387877	244.77238362332193	246.93791464362573
ENSDARG00000088411	9.103222469530833e-8	1.542345978409081e-5	-0.696632802037535	6	10943188	10964083	-1	protein_coding	notum2	Danio rerio notum pectinacetylesterase 2 (notum2), mRNA. [Source:RefSeq mRNA;Acc:NM_001353872]	52	52	62	36	66	67	87	80	72	99	53	46	95	98	61	143	129	99	102	108	215	83	133	108	59.07436660953191	42.00683309323352	61.70018402279014	49.433680462142064	60.57160447215697	64.64913143538124	87.91108204152886	87.63515701446032	95.07400652601608	71.90731698010545	51.01553453390636	58.8681602190658	102.8316956326456	117.86311118939959	91.05547415264161	118.76808967056442	125.36080957735301	73.88222769327676	123.72052717487041	107.11440610341151	147.81551353602595	89.6228206148851	94.36152759971542	84.13026744956335
ENSDARG00000068947	1.00048397907834e-7	1.6830836867899448e-5	-2.8169986271009932	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]	3	5	15	1	0	7	3	2	5	11	2	1	14	10	3	65	27	4	17	45	136	13	75	49	3.408136535165302	4.039118566657069	14.927463876481486	1.3731577906150572	0	6.754386866383114	3.031416622121685	2.190878925361508	6.602361564306672	7.989701886678382	1.9251145107134475	1.2797426134579521	15.154144619547774	12.026848080550979	4.478138073080735	53.98549530480201	26.238308981306442	2.9851405128596675	20.620087862478403	44.63100254308813	93.50190623674199	14.037309252933811	53.21138774420042	38.170213935450036
ENSDARG00000099959	1.248138619893738e-7	2.0849188777379907e-5	0.21187286369832375	24	40656510	40668208	-1	protein_coding	smyhc1	slow myosin heavy chain 1 [Source:ZFIN;Acc:ZDB-GENE-030131-271]	12130	17477	14691	9934	15328	14959	14932	14067	11785	17590	16164	11868	13138	9835	8935	14642	12889	15118	9323	12562	18166	11612	18611	16796	13780.232057185038	14118.335037893119	14619.958120625966	13640.94949196998	14067.296262867001	14434.124733460714	15088.371000506999	15409.546921530167	15561.766207070827	12776.259653333886	15558.775475586084	15187.985336518977	14221.08228654419	11828.405087221889	13337.387894325455	12160.85572696786	12525.391276298473	11282.338568353112	11308.298773052127	12458.992309917181	12489.379622769522	12538.556541928263	13204.228497430853	13083.814556322832
